book_id,title,subtitle,authors,publisher,published_date,description,page_count,categories,average_rating,ratings_count,language,preview_link,info_link,isbn_13,isbn_10,list_price,currency,buyable,search_category,thumbnail,published_year
ZdMTDgAAQBAJ,Cooking with Nonna,Celebrate Food & Family With Over 100 Classic Recipes from Italian Grandmothers,Rossella Rago,Race Point Publishing,2017-03-15,"Learn to cook classic Italian recipes like a native with the long-awaited debut cookbook from Rossella Rago, creator of the popular web TV series Cooking with Nonna! For Rossella Rago, creator and host of Cooking with Nonna TV, Italian cooking was never just about the amazing food or Sunday dinner; it was also about family, community, and tradition. Rossella grew up cooking with her Nonna Romana every Sunday and on holidays, learning the traditional recipes of the Italian region of Puglia, like focaccia, braciole, zucchine alla poverella, and pizza rustica. In her popular web TV series, Rossella invites Italian-American grandmothers (the unsung heroes of the culinary world) to cook with her, learning the classic dishes and flavors of each region of Italy and sharing them with eager fans all over the world. Now you can take a culinary journey through Italy with Rossella and her debut cookbook, Cooking with Nonna, featuring over 100 classic Italian recipes, along with advice and stories from 25 beloved Italian grandmothers. With easy-to-follow step-by-step instructions and mouthwatering photos, Cooking with Nonna covers appetizers, soups, salads, pasta, meats, breads, cookies, and desserts, and features favorite recipes including: Sicilian Rice Balls Fried Calamari Stuffed Artichokes Orecchiette with Broccoli Rabe Veal Stew in a Polenta Bowl Struffoli Ricotta Cookies Homemade Pasta Handcrafted Spaghetti with Meatballs Four-Cheer Lasagna If you are ready to bring back Sunday dinner and learn how to make Italian food just like nonna, then look no further!",251.0,Cooking,3.0,1,en,http://books.google.com/books?id=ZdMTDgAAQBAJ&printsec=frontcover&dq=cooking&hl=&cd=15&source=gbs_api,https://play.google.com/store/books/details?id=ZdMTDgAAQBAJ&source=gbs_api,9780760355008.0,0760355002,30.0,USD,True,cooking,http://books.google.com/books/content?id=ZdMTDgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2017
BTGt2fvYVXUC,Managing Tourism and Hospitality Services,Theory and International Applications,"B. Prideaux, Gianna Moscardo, Eric Laws",CABI,2006-09-14,"The aim of this book is to enhance theoretical and practical understanding of quality management in tourism and hospitality. It provides a benchmark of current knowledge, and examines the range of research methods being applied to further develop tourism and hospitality service management research. It is hoped that this book will stimulate new research questions by highlighting tensions and challenges in the area.",357.0,Hospitality industry,5.0,2,en,http://books.google.com/books?id=BTGt2fvYVXUC&pg=PA107&dq=travel&hl=&cd=7&source=gbs_api,https://play.google.com/store/books/details?id=BTGt2fvYVXUC&source=gbs_api,9781845930158.0,1845930150,150.0,USD,True,travel,http://books.google.com/books/content?id=BTGt2fvYVXUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2006
ifILAQAAQBAJ,Between Philosophy and Literature,Bakhtin and the Question of the Subject,Daphna Erdinast-Vulcan,Stanford University Press,2013-12-11,"This is an original reading of Mikhail Bakhtin in the context of Western philosophical traditions and counter-traditions. The book portrays Bakhtin as a Modernist thinker torn between an ideological secularity and a profound religious sensibility, invariably concerned with questions of ethics and impelled to turn from philosophy to literature as another way of knowing. Most major studies of Bakhtin highlight the fragmented and apparently discontinuous nature of his work. Erdinast-Vulcan emphasizes, instead, the underlying coherence of the Bakhtinian project, reading its inherent ambivalences as an intersection of philosophical, literary, and psychological insights into the dynamics of embodied subjectivity. Bakhtin's turn to literature and poetry, as well as the dissatisfactions that motivated it, align him with three other ""exilic"" Continental philosophers who were his contemporaries: Bergson, Merleau-Ponty, and Levinas. Adopting Bakhtin's own open-ended approach to the human sciences, the book stages a series of philosophical encounters between these thinkers, highlighting their respective itineraries and impasses, and generating a Bakhtinian synergy of ideas.",273.0,Philosophy,3.0,1,en,http://books.google.com/books?id=ifILAQAAQBAJ&printsec=frontcover&dq=philosophy&hl=&cd=205&source=gbs_api,https://play.google.com/store/books/details?id=ifILAQAAQBAJ&source=gbs_api,9780804788397.0,0804788391,28.0,USD,True,philosophy,http://books.google.com/books/content?id=ifILAQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2013
ZgcsEAAAQBAJ,The Summer Getaway,A Novel,Susan Mallery,HQN Books,2022-03-15,"*AN INSTANT BESTSELLER!* ""The perfect escape for readers wanting to get away.""—Booklist One woman takes the vacation of a lifetime in this poignant and heartwarming story about the threads that hold a family together from #1 New York Times bestselling author Susan Mallery. Single mom Robyn Caldwell needs a new plan for her future. She has always put her family first. Now, with her kids grown, she yearns for a change. But what can she do when her daughter has become the most demanding bride ever, her son won’t even consider college, her best friend is on the brink of marital disaster and her ex is making a monumentally bad decision that could ruin everything? Take a vacation, of course. Press reset. When her great-aunt Lillian invites her to Santa Barbara for the summer, Robyn hops on the first plane to sunny California. But it’s hard to get away when you’re the heart of the family. One by one, everyone she loves follows her across the country. Somehow, their baggage doesn’t feel as heavy in the sun-drenched, mishmash mansion. The more time Robyn spends with free-spirited Lillian, the more possibilities she sees—for dreams, love, family. She can have everything she ever wanted, if only she can muster the courage to take a chance on herself. Don't miss #1 New York Times bestselling author Susan Mallery's latest masterpiece, For the Love of Summer, a captivating story that weaves together the complexities of family, friendship, and unexpected bonds. Discover more from Susan Mallery: For the Love of Summer - Coming June 2024! The Summer Book Club The Sister Effect The Boardwalk Bookshop The Summer Getaway",451.0,Fiction,5.0,1,en,http://books.google.com/books?id=ZgcsEAAAQBAJ&printsec=frontcover&dq=bestsellers+2024&hl=&cd=219&source=gbs_api,https://play.google.com/store/books/details?id=ZgcsEAAAQBAJ&source=gbs_api,9780369703668.0,0369703669,19.49,USD,True,bestsellers 2024,http://books.google.com/books/content?id=ZgcsEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2022
HztfEAAAQBAJ,Paradise Now,The Extraordinary Life of Karl Lagerfeld,William Middleton,HarperCollins,2023-02-28,"The definitive biography of fashion icon Karl Lagerfeld, written by journalist and author William Middleton, who knew the designer in Paris. In February 2019, the world lost one of its most enduring cultural icons, Karl Lagerfeld, the creative director for the storied House of Chanel for thirty-five years. Larger than life, Lagerfeld was legendary not only for reinventing Chanel; and creating constant fashion excitement at Chloé, Fendi, and his eponymous brand; but also for his vivid personal style, including his signature uniform of dark sunglasses and a powdered white ponytail. And then there was his utter devotion to his cat, Choupette. Journalist and author William Middleton spent years working in Paris for Women’s Wear Daily, W, and Harper’s Bazaar. During his time in Paris, he interviewed and socialized with Lagerfeld, coming to see a side of the designer that he kept private from the world. In this deliciously entertaining book, Middleton takes us inside the most exclusive rooms in the fashion industry, behind the catwalk, and into a world of brilliantly talented artists, stylish socialites, and famous stars—some of the most elusive and unforgettable figures of fashion’s inner circle for the past four decades.",564.0,Design,5.0,1,en,http://books.google.com/books?id=HztfEAAAQBAJ&printsec=frontcover&dq=bestsellers+2024&hl=&cd=289&source=gbs_api,https://play.google.com/store/books/details?id=HztfEAAAQBAJ&source=gbs_api,9780062969057.0,0062969056,23.99,USD,True,bestsellers 2024,http://books.google.com/books/content?id=HztfEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2023
fGF1z33F-t4C,Sisterhood of Dune,Book One of the Schools of Dune Trilogy,"Brian Herbert, Kevin J. Anderson",Tor Books,2012-01-03,"The inspiration for the HBO original series DUNE: PROPHECY, coming Fall 2024! It is 83 years after the last thinking machines were destroyed in the Battle of Corrin, after Faykan Butler took the name of Corrino and established himself as the first Emperor of a new Imperium. The war hero Vorian Atreides has turned his back on politics and Salusa Secundus. The descendants of the disgraced Abulurd Harkonnen have sworn vengeance against Vor, blaming him for the downfall of their noble family. Raquella Berto-Anirul has formed the Bene Gesserit School and, through a terrible ordeal, has become the first Reverend Mother. The descendants of Aurelius Venport and Norma Cenva use mutated, spice-saturated Navigators who fly precursors of Heighliners. And Gilbertus Albans, ward of the hated thinking machine Erasmus, is teaching humans to become Mentats...while hiding an unbelievable secret. Led by the fanatic Manford Torondo, the Butlerian movement, fiercely opposed to all forms of ""dangerous technology,"" sweeps across the known universe in mobs, millions strong, destroying everything in its path. At the Publisher's request, this title is being sold without Digital Rights Management Software (DRM) applied.",740.0,Fiction,3.5,3,en,http://books.google.com/books?id=fGF1z33F-t4C&printsec=frontcover&dq=bestsellers+2024&hl=&cd=290&source=gbs_api,https://play.google.com/store/books/details?id=fGF1z33F-t4C&source=gbs_api,9781429986571.0,1429986573,9.99,USD,True,bestsellers 2024,http://books.google.com/books/content?id=fGF1z33F-t4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2012
C4KgEAAAQBAJ,Abroad in Japan,The No. 1 Sunday Times Bestseller,Chris Broad,Random House,2023-08-03,"THE NUMBER ONE BESTSELLER 'Chris Broad explores Japan in all its quirky glory..Endlessly fascinating!' Will Ferguson, author of Hokkaido Highway Blues 'Carves a unique path across Japan bringing him into contact with far too many cats, heartening renewal in Tohoku, and even pizza with Ken Watanabe.' Iain Maloney, author of The Only Gaijin in the Village 'Fascinating, fact-packed and very funny..An excellent and enjoyable read for the Japan-curious. I loved it and learned a lot.' Sam Baldwin, author of For Fukui's Sake: Two years in rural Japan When Englishman Chris Broad landed in a rural village in northern Japan he wondered if he'd made a huge mistake. With no knowledge of the language and zero teaching experience, was he about to be the most quickly fired English teacher in Japan's history? Abroad in Japan charts a decade of living in a foreign land and the chaos and culture clash that came with it. Packed with hilarious and fascinating stories, this book seeks out to unravel one the world's most complex cultures. Spanning ten years and all forty-seven prefectures, Chris takes us from the lush rice fields of the countryside to the frenetic neon-lit streets of Tokyo. With blockbuster moments such as a terrifying North Korean missile incident, a mortifying experience at a love hotel and a week spent with Japan's biggest movie star, Abroad in Japan is an extraordinary and informative journey through the Land of the Rising Sun. Number one Sunday Times bestseller, August 2023. Cover may vary.",252.0,Biography & Autobiography,5.0,2,en,http://books.google.com/books?id=C4KgEAAAQBAJ&printsec=frontcover&dq=bestsellers+2023&hl=&cd=173&source=gbs_api,https://play.google.com/store/books/details?id=C4KgEAAAQBAJ&source=gbs_api,9781529907278.0,1529907276,13.99,USD,True,bestsellers 2023,http://books.google.com/books/content?id=C4KgEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2023
F3WFEAAAQBAJ,The Housekeepers,A Novel,Alex Hay,Harlequin,2023-07-04,"The night of London's grandest ball, a bold group of women downstairs plot a daring revenge heist against Mayfair society in this dazzling historical novel about power, gender, and class Named a Best Book of Summer by The Washington Post * Good Housekeeping * Harper's Bazaar * Reader's Digest “Rollicking fun and entirely original... Anyone who relishes a good party gone wrong will devour this.” —Sarah Penner, New York Times bestselling author of The Lost Apothecary Mrs. King is no ordinary housekeeper. Born into a world of con artists and thieves, she’s made herself respectable, running the grandest home in Mayfair. The place is packed with treasures, a glittering symbol of wealth and power, but dark secrets lurk in the shadows. When Mrs. King is suddenly dismissed from her position, she recruits an eclectic group of women to join her in revenge: A black market queen out to settle her scores. An actress desperate for a magnificent part. A seamstress dreaming of a better life. And Mrs. King’s predecessor, with her own desire for vengeance. Their plan? On the night of the house’s highly anticipated costume ball—set to be the most illustrious of the year—they will rob it of its every possession, right under the noses of the distinguished guests and their elusive heiress host. But there’s one thing Mrs. King wants even more than money: the truth. And she’ll run any risk to get it… After all, one should never underestimate the women downstairs. “A deliciously clever novel... You’ll never have so much fun cheering on grand larceny.” —Nina de Gramont, New York Times bestselling author of The Christie Affair, a Reese’s Book Club Pick *Don't miss Alex Hay's clever next novel, The Queen of Fives, in which a mysterious heiress with a secret sets her sights on London's biggest wedding of the season",420.0,Fiction,4.0,1,en,http://books.google.com/books?id=F3WFEAAAQBAJ&printsec=frontcover&dq=bestsellers+2023&hl=&cd=297&source=gbs_api,https://play.google.com/store/books/details?id=F3WFEAAAQBAJ&source=gbs_api,9780369735829.0,036973582X,15.99,USD,True,bestsellers 2023,http://books.google.com/books/content?id=F3WFEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2023
1qRTDBq_264C,March,Pulitzer Prize Winner (A Novel),Geraldine Brooks,Penguin,2006-01-31,"Winner of the Pulitzer Prize--a powerful love story set against the backdrop of the Civil War, from the author of The Secret Chord. From Louisa May Alcott's beloved classic Little Women, Geraldine Brooks has animated the character of the absent father, March, and crafted a story ""filled with the ache of love and marriage and with the power of war upon the mind and heart of one unforgettable man"" (Sue Monk Kidd). With ""pitch-perfect writing"" (USA Today), Brooks follows March as he leaves behind his family to aid the Union cause in the Civil War. His experiences will utterly change his marriage and challenge his most ardently held beliefs. A lushly written, wholly original tale steeped in the details of another time, March secures Geraldine Brooks's place as a renowned author of historical fiction.",321.0,Fiction,5.0,1,en,http://books.google.com/books?id=1qRTDBq_264C&printsec=frontcover&dq=historical+fiction&hl=&cd=8&source=gbs_api,https://play.google.com/store/books/details?id=1qRTDBq_264C&source=gbs_api,9781101079256.0,1101079258,1.99,USD,True,historical fiction,http://books.google.com/books/content?id=1qRTDBq_264C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2006
HggtWI1ShvMC,DNS and BIND,Help for System Administrators,"Cricket Liu, Paul Albitz","""O'Reilly Media, Inc.""",2006-05-26,"DNS and BIND tells you everything you need to work with one of the Internet's fundamental building blocks: the distributed host information database that's responsible for translating names into addresses, routing mail to its proper destination, and even listing phone numbers with the new ENUM standard. This book brings you up-to-date with the latest changes in this crucial service. The fifth edition covers BIND 9.3.2, the most recent release of the BIND 9 series, as well as BIND 8.4.7. BIND 9.3.2 contains further improvements in security and IPv6 support, and important new features such as internationalized domain names, ENUM (electronic numbering), and SPF (the Sender Policy Framework). Whether you're an administrator involved with DNS on a daily basis or a user who wants to be more informed about the Internet and how it works, you'll find that this book is essential reading. Topics include: What DNS does, how it works, and when you need to use it How to find your own place in the Internet's namespace Setting up name servers Using MX records to route mail Configuring hosts to use DNS name servers Subdividing domains (parenting) Securing your name server: restricting who can query your server, preventing unauthorized zone transfers, avoiding bogus servers, etc. The DNS Security Extensions (DNSSEC) and Transaction Signatures (TSIG) Mapping one name to several servers for load sharing Dynamic updates, asynchronous notification of change to a zone, and incremental zone transfers Troubleshooting: using nslookup and dig, reading debugging output, common problems DNS programming using the resolver library and Perl's Net::DNS module",644.0,Computers,3.5,7,en,http://books.google.com/books?id=HggtWI1ShvMC&pg=PA393&dq=horror&hl=&cd=56&source=gbs_api,https://play.google.com/store/books/details?id=HggtWI1ShvMC&source=gbs_api,9780596553401.0,0596553404,39.99,USD,False,horror,http://books.google.com/books/content?id=HggtWI1ShvMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2006
sJgONrua8IkC,Pseudoscience and Extraordinary Claims of the Paranormal,A Critical Thinker's Toolkit,Jonathan C. Smith,John Wiley & Sons,2011-09-26,"Pseudoscience and Extraordinary Claims of the Paranormal: A Critical Thinker's Toolkit provides readers with a variety of ""reality-checking"" tools to analyze extraordinary claims and to determine their validity. Integrates simple yet powerful evaluative tools used by both paranormal believers and skeptics alike Introduces innovations such as a continuum for ranking paranormal claims and evaluating their implications Includes an innovative ""Critical Thinker's Toolkit,"" a systematic approach for performing reality checks on paranormal claims related to astrology, psychics, spiritualism, parapsychology, dream telepathy, mind-over-matter, prayer, life after death, creationism, and more Explores the five alternative hypotheses to consider when confronting a paranormal claim“/li> Reality Check boxes, integrated into the text, invite students to engage in further discussion and examination of claims Written in a lively, engaging style for students and general readers alike Ancillaries: Testbank and PowerPoint slides available at www.wiley.com/go/pseudoscience",287.0,Psychology,5.0,2,en,http://books.google.com/books?id=sJgONrua8IkC&pg=PA2&dq=paranormal&hl=&cd=16&source=gbs_api,https://play.google.com/store/books/details?id=sJgONrua8IkC&source=gbs_api,9781444358940.0,1444358944,93.0,USD,True,paranormal,http://books.google.com/books/content?id=sJgONrua8IkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2011
YusNAzkOQMgC,Fang-tastic Fiction,Twenty-First Century Paranormal Reads,Patricia O'Brien Mathews,American Library Association,2011,"Mathews uses a limited definition of paranormal, and examines works set, for the most part, in a relatively realistic modern world inhabited by both humans and paranormal beings.",274.0,Language Arts & Disciplines,5.0,1,en,http://books.google.com/books?id=YusNAzkOQMgC&printsec=frontcover&dq=paranormal&hl=&cd=94&source=gbs_api,https://play.google.com/store/books/details?id=YusNAzkOQMgC&source=gbs_api,9780838910733.0,0838910734,44.0,USD,True,paranormal,http://books.google.com/books/content?id=YusNAzkOQMgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2011
